REFERENCE;CURRENCY;PRICE;COUNTRY
10.281.565;EUR;38.40;FR
10.281.816;EUR;9.02;FR
10.281.827;EUR;7.02;FR
10.281.873;EUR;24.95;FR
10.281.884;EUR;16.64;FR
10.282.967;EUR;27.04;FR
10.285.557;EUR;9.21;FR
10.285.557;EUR;9.30;FR
10.285.568;EUR;9.21;FR
10.285.568;EUR;9.30;FR
10.285.579;EUR;9.21;FR
10.285.579;EUR;9.30;FR
10.285.581;EUR;9.21;FR
10.285.581;EUR;9.30;FR
10.285.592;EUR;9.21;FR
10.285.592;EUR;9.30;FR
10.285.604;EUR;8.79;FR
10.285.604;EUR;9.30;FR
10.285.637;EUR;3.96;FR
10.287.441;EUR;4.54;FR
10.287.907;EUR;2.01;FR
10.288.171;EUR;63.88;FR
10.288.193;EUR;76.28;FR
10.288.205;EUR;74.06;FR
10.288.978;EUR;7.29;FR
10.288.989;EUR;10.59;FR
10.288.991;EUR;9.82;FR
10.289.004;EUR;9.82;FR
10.292.005;EUR;544.99;FR
10.292.062;EUR;28.45;FR
10.292.131;EUR;81.81;FR
10.292.142;EUR;81.81;FR
10.292.153;EUR;68.87;FR
10.292.164;EUR;72.73;FR
10.292.175;EUR;58.79;FR
10.292.186;EUR;58.79;FR
10.292.211;EUR;136.33;FR
10.292.222;EUR;136.33;FR
10.294.217;EUR;958.28;FR
10.294.228;EUR;1865.67;FR
10.300.551;EUR;49.86;FR
10.301.439;EUR;230.33;FR
10.301.485;EUR;101.03;FR
10.301.496;EUR;101.03;FR
10.301.508;EUR;101.03;FR
10.301.519;EUR;149.85;FR
10.301.521;EUR;493.41;FR
10.305.604;EUR;321.99;FR
10.306.298;EUR;12.10;FR
10.306.323;EUR;179.99;FR
10.313.065;EUR;4.48;FR
10.313.486;EUR;163.93;FR
10.318.197;EUR;21.00;FR
10.318.211;EUR;10.20;FR
10.320.047;EUR;30.99;FR
10.323.719;EUR;107.89;FR
10.323.754;EUR;10.00;FR
10.323.765;EUR;10.00;FR
10.323.878;EUR;78.26;FR
10.323.889;EUR;201.70;FR
10.324.484;EUR;116.69;FR
10.325.124;EUR;95.84;FR
10.325.146;EUR;104.13;FR
10.325.157;EUR;115.99;FR
10.325.168;EUR;122.82;FR
10.325.179;EUR;122.82;FR
10.325.181;EUR;122.82;FR
10.325.922;EUR;63.90;FR
10.325.944;EUR;63.90;FR
10.325.955;EUR;63.90;FR
10.325.977;EUR;63.90;FR
10.325.988;EUR;63.90;FR
10.325.999;EUR;60.26;FR
10.326.003;EUR;63.90;FR
10.326.014;EUR;63.90;FR
10.326.025;EUR;63.90;FR
10.326.036;EUR;63.90;FR
10.326.047;EUR;60.26;FR
10.326.058;EUR;63.90;FR
10.326.069;EUR;63.90;FR
10.342.681;EUR;176.99;FR
10.343.161;EUR;30.00;FR
10.343.172;EUR;50.00;FR
10.343.183;EUR;40.00;FR
10.343.194;EUR;30.00;FR
10.345.896;EUR;205.72;FR
10.345.908;EUR;201.19;FR
10.345.919;EUR;135.89;FR
10.346.013;EUR;7.58;FR
10.350.143;EUR;25.00;FR
10.350.154;EUR;27.50;FR
10.354.922;EUR;72.65;FR
10.354.944;EUR;32.27;FR
10.355.173;EUR;198.53;FR
10.356.804;EUR;549.41;FR
10.361.334;EUR;18.95;FR
10.361.345;EUR;33.78;FR
10.361.356;EUR;33.44;FR
10.361.367;EUR;33.30;FR
10.361.389;EUR;66.97;FR
10.367.813;EUR;34.41;FR
10.367.824;EUR;6.99;FR
10.368.042;EUR;36.32;FR
10.368.053;EUR;37.30;FR
10.368.199;EUR;24.68;FR
10.368.202;EUR;24.68;FR
10.368.235;EUR;24.68;FR
10.368.246;EUR;32.39;FR
10.368.257;EUR;45.93;FR
10.368.279;EUR;20.64;FR
10.368.292;EUR;24.68;FR
10.368.326;EUR;6.28;FR
10.368.337;EUR;7.35;FR
10.368.348;EUR;26.86;FR
10.368.576;EUR;13.42;FR
10.368.601;EUR;18.86;FR
10.368.634;EUR;36.19;FR
10.369.843;EUR;17.08;FR
10.369.854;EUR;17.08;FR
10.369.887;EUR;25.83;FR
10.370.118;EUR;24.20;FR
10.370.164;EUR;19.34;FR
10.370.175;EUR;34.06;FR
10.373.266;EUR;2.96;FR
10.376.095;EUR;46.90;FR
10.377.431;EUR;19.88;FR
10.380.215;EUR;76.51;FR
10.388.041;EUR;28.89;FR
10.388.393;EUR;28.00;FR
10.388.405;EUR;19.69;FR
10.388.416;EUR;12.69;FR
10.388.427;EUR;29.07;FR
10.388.449;EUR;14.71;FR
10.388.451;EUR;14.23;FR
10.388.462;EUR;14.94;FR
10.388.473;EUR;14.23;FR
10.388.484;EUR;15.54;FR
10.388.495;EUR;24.20;FR
10.388.507;EUR;24.20;FR
10.389.567;EUR;93.93;FR
10.389.578;EUR;276.03;FR
10.389.589;EUR;277.44;FR
10.389.591;EUR;276.03;FR
10.389.603;EUR;193.11;FR
10.389.614;EUR;166.71;FR
10.389.625;EUR;166.71;FR
10.389.647;EUR;173.59;FR
10.392.295;EUR;13.76;FR
10.400.716;EUR;1.75;FR
10.407.014;EUR;6.60;FR
10.407.105;EUR;4.62;FR
10.407.116;EUR;4.62;FR
10.407.127;EUR;4.62;FR
10.407.138;EUR;4.62;FR
10.407.149;EUR;4.62;FR
10.407.151;EUR;3.07;FR
10.407.162;EUR;61.36;FR
10.407.173;EUR;36.79;FR
10.421.946;EUR;150.91;FR
10.423.657;EUR;39.40;FR
10.438.498;EUR;34.53;FR
10.438.501;EUR;118.25;FR
10.438.512;EUR;170.44;FR
10.438.523;EUR;63.02;FR
10.438.534;EUR;129.85;FR
10.438.545;EUR;421.37;FR
10.438.762;EUR;11.50;FR
10.438.773;EUR;19.45;FR
10.447.375;EUR;483.69;FR
10.449.337;EUR;1058.39;FR
10.449.348;EUR;1411.19;FR
10.449.359;EUR;129.88;FR
10.449.361;EUR;119.18;FR
10.449.372;EUR;219.65;FR
10.458.874;EUR;69.96;FR
10.460.347;EUR;15.09;FR
10.478.155;EUR;0.01;FR
10.478.166;EUR;0.01;FR
10.491.526;EUR;1021.63;FR
10.491.583;EUR;287.48;FR
10.491.594;EUR;181.60;FR
10.491.606;EUR;315.61;FR
10.491.617;EUR;155.13;FR
10.491.628;EUR;91.62;FR
10.491.639;EUR;177.44;FR
10.491.641;EUR;111.33;FR
10.491.652;EUR;98.98;FR
10.491.663;EUR;586.60;FR
10.491.674;EUR;859.97;FR
10.491.685;EUR;85.21;FR
10.491.696;EUR;81.77;FR
10.491.708;EUR;104.80;FR
10.491.719;EUR;66.10;FR
10.491.732;EUR;638.95;FR
10.496.157;EUR;8.95;FR
10.509.016;EUR;1.75;FR
10.509.027;EUR;1.75;FR
10.512.804;EUR;7.70;FR
10.512.815;EUR;16.57;FR
10.512.848;EUR;76.65;FR
10.516.124;EUR;112.30;FR
10.516.818;EUR;14.01;FR
10.516.831;EUR;19.31;FR
10.516.842;EUR;20.47;FR
10.516.897;EUR;15.74;FR
10.516.909;EUR;22.99;FR
10.522.923;EUR;41.06;FR
10.522.978;EUR;9.66;FR
10.523.948;EUR;89.37;FR
10.523.961;EUR;18.14;FR
10.523.972;EUR;8.30;FR
10.523.994;EUR;8.77;FR
10.524.007;EUR;15.51;FR
10.524.031;EUR;25.36;FR
10.524.042;EUR;12.82;FR
10.553.601;EUR;41.93;FR
10.553.612;EUR;125.40;FR
10.555.458;EUR;19.53;FR
10.555.469;EUR;19.53;FR
10.555.471;EUR;19.53;FR
10.555.482;EUR;19.53;FR
10.559.075;EUR;19.81;FR
10.559.086;EUR;17.20;FR
10.559.111;EUR;2.40;FR
10.559.122;EUR;16.84;FR
10.559.133;EUR;11.94;FR
10.559.144;EUR;4.02;FR
10.559.155;EUR;4.02;FR
10.559.166;EUR;8.30;FR
10.559.177;EUR;19.58;FR
10.559.188;EUR;24.68;FR
10.559.199;EUR;1.85;FR
10.560.057;EUR;108.58;FR
10.560.068;EUR;128.24;FR
10.560.079;EUR;99.96;FR
10.560.081;EUR;122.03;FR
10.560.092;EUR;128.85;FR
10.560.104;EUR;151.68;FR
10.560.115;EUR;177.87;FR
10.560.126;EUR;54.23;FR
10.560.137;EUR;84.11;FR
10.560.148;EUR;100.65;FR
10.560.159;EUR;140.65;FR
10.560.161;EUR;234.41;FR
10.560.172;EUR;265.54;FR
10.560.183;EUR;423.34;FR
10.560.194;EUR;310.27;FR
10.560.206;EUR;395.76;FR
10.560.217;EUR;481.26;FR
10.560.228;EUR;18.34;FR
10.560.239;EUR;12.32;FR
10.560.241;EUR;12.32;FR
10.560.252;EUR;12.32;FR
10.565.794;EUR;1.75;FR
10.565.806;EUR;1.75;FR
10.565.817;EUR;170.58;FR
10.565.828;EUR;649.99;FR
10.565.839;EUR;649.99;FR
10.565.841;EUR;649.99;FR
10.568.921;EUR;49.98;FR
10.570.006;EUR;23.97;FR
10.570.017;EUR;23.97;FR
10.570.028;EUR;23.97;FR
10.570.039;EUR;23.97;FR
10.570.041;EUR;34.53;FR
10.570.052;EUR;36.43;FR
10.570.063;EUR;36.43;FR
10.570.074;EUR;36.43;FR
10.570.085;EUR;36.43;FR
10.570.096;EUR;38.09;FR
10.570.108;EUR;38.09;FR
10.570.119;EUR;38.09;FR
10.570.121;EUR;47.94;FR
10.570.132;EUR;47.94;FR
10.570.143;EUR;47.94;FR
10.570.154;EUR;47.94;FR
10.570.165;EUR;30.93;FR
10.570.176;EUR;30.95;FR
10.570.187;EUR;30.95;FR
10.570.201;EUR;30.95;FR
10.570.212;EUR;47.82;FR
10.570.223;EUR;47.82;FR
10.570.234;EUR;47.82;FR
10.570.245;EUR;40.23;FR
10.570.256;EUR;46.04;FR
10.570.267;EUR;40.23;FR
10.570.278;EUR;43.45;FR
10.570.289;EUR;40.23;FR
10.570.291;EUR;60.41;FR
10.570.303;EUR;50.79;FR
10.570.325;EUR;50.79;FR
10.570.336;EUR;54.85;FR
10.570.347;EUR;53.77;FR
10.570.358;EUR;53.64;FR
10.570.369;EUR;62.66;FR
10.570.371;EUR;62.66;FR
10.570.382;EUR;62.66;FR
10.570.393;EUR;35.48;FR
10.570.405;EUR;41.18;FR
10.570.416;EUR;41.18;FR
10.570.427;EUR;41.18;FR
10.570.438;EUR;74.60;FR
10.570.449;EUR;120.11;FR
10.570.451;EUR;111.21;FR
10.570.462;EUR;111.21;FR
10.570.473;EUR;62.04;FR
10.570.484;EUR;94.00;FR
10.570.495;EUR;101.52;FR
10.570.507;EUR;94.00;FR
10.570.518;EUR;50.79;FR
10.570.529;EUR;56.61;FR
10.570.531;EUR;56.61;FR
10.570.542;EUR;56.61;FR
10.570.553;EUR;31.68;FR
10.570.564;EUR;31.68;FR
10.570.575;EUR;31.68;FR
10.570.586;EUR;31.68;FR
10.570.597;EUR;16.72;FR
10.570.609;EUR;16.72;FR
10.570.611;EUR;16.72;FR
10.570.622;EUR;16.72;FR
10.570.633;EUR;17.08;FR
10.570.644;EUR;18.45;FR
10.570.655;EUR;17.08;FR
10.570.666;EUR;17.08;FR
10.570.677;EUR;20.88;FR
10.570.688;EUR;22.90;FR
10.570.699;EUR;22.90;FR
10.570.702;EUR;22.90;FR
10.570.713;EUR;28.71;FR
10.570.735;EUR;32.63;FR
10.570.746;EUR;32.63;FR
10.570.757;EUR;32.63;FR
10.570.768;EUR;70.02;FR
10.570.779;EUR;81.67;FR
10.570.781;EUR;81.67;FR
10.570.792;EUR;81.67;FR
10.570.804;EUR;72.87;FR
10.570.815;EUR;72.87;FR
10.570.826;EUR;72.87;FR
10.570.837;EUR;72.87;FR
10.570.848;EUR;74.77;FR
10.570.859;EUR;74.77;FR
10.570.861;EUR;74.77;FR
10.570.872;EUR;74.77;FR
10.570.883;EUR;20.17;FR
10.570.894;EUR;21.78;FR
10.570.906;EUR;20.17;FR
10.570.917;EUR;20.17;FR
10.570.928;EUR;55.54;FR
10.570.939;EUR;74.77;FR
10.570.941;EUR;74.77;FR
10.570.952;EUR;74.77;FR
10.570.963;EUR;46.04;FR
10.570.974;EUR;69.07;FR
10.570.985;EUR;69.07;FR
10.570.996;EUR;69.07;FR
10.571.009;EUR;53.64;FR
10.571.011;EUR;69.07;FR
10.571.022;EUR;69.07;FR
10.571.033;EUR;69.07;FR
10.571.044;EUR;31.68;FR
10.571.055;EUR;31.68;FR
10.571.066;EUR;31.68;FR
10.571.077;EUR;31.68;FR
10.571.088;EUR;20.17;FR
10.571.099;EUR;20.17;FR
10.571.102;EUR;20.17;FR
10.571.113;EUR;20.17;FR
10.571.124;EUR;20.17;FR
10.571.135;EUR;20.17;FR
10.571.146;EUR;20.17;FR
10.571.157;EUR;20.17;FR
10.571.168;EUR;80.47;FR
10.571.179;EUR;86.28;FR
10.571.181;EUR;86.28;FR
10.571.192;EUR;86.28;FR
10.571.204;EUR;40.23;FR
10.571.215;EUR;42.13;FR
10.571.226;EUR;42.13;FR
10.571.237;EUR;42.13;FR
10.571.248;EUR;42.13;FR
10.571.259;EUR;43.08;FR
10.571.261;EUR;43.08;FR
10.571.272;EUR;43.08;FR
10.571.283;EUR;140.65;FR
10.571.294;EUR;186.94;FR
10.571.306;EUR;186.94;FR
10.571.317;EUR;186.94;FR
10.571.328;EUR;89.49;FR
10.571.339;EUR;91.27;FR
10.571.341;EUR;101.19;FR
10.571.352;EUR;99.46;FR
10.571.363;EUR;147.89;FR
10.571.374;EUR;52.33;FR
10.571.396;EUR;53.45;FR
10.571.408;EUR;49.49;FR
10.571.419;EUR;49.49;FR
10.571.421;EUR;207.71;FR
10.571.432;EUR;60.41;FR
10.571.443;EUR;65.15;FR
10.571.454;EUR;65.15;FR
10.571.465;EUR;65.15;FR
10.571.476;EUR;61.36;FR
10.571.487;EUR;61.36;FR
10.571.498;EUR;61.36;FR
10.571.501;EUR;61.36;FR
10.571.512;EUR;46.04;FR
10.571.523;EUR;98.70;FR
10.571.534;EUR;98.70;FR
10.571.545;EUR;94.00;FR
10.571.556;EUR;107.68;FR
10.571.567;EUR;113.32;FR
10.571.578;EUR;113.16;FR
10.571.589;EUR;156.65;FR
10.571.591;EUR;54.45;FR
10.571.603;EUR;54.08;FR
10.571.614;EUR;54.08;FR
10.571.625;EUR;54.08;FR
10.571.636;EUR;100.61;FR
10.571.647;EUR;101.52;FR
10.571.658;EUR;118.39;FR
10.571.669;EUR;118.39;FR
10.571.671;EUR;91.98;FR
10.571.682;EUR;74.77;FR
10.571.693;EUR;113.11;FR
10.571.705;EUR;113.11;FR
10.571.716;EUR;113.11;FR
10.571.727;EUR;46.99;FR
10.571.738;EUR;118.77;FR
10.571.749;EUR;118.77;FR
10.571.751;EUR;118.77;FR
10.571.762;EUR;41.18;FR
10.571.773;EUR;41.18;FR
10.571.784;EUR;41.18;FR
10.571.795;EUR;41.18;FR
10.571.807;EUR;49.84;FR
10.571.818;EUR;49.84;FR
10.571.829;EUR;49.84;FR
10.571.831;EUR;49.84;FR
10.571.842;EUR;74.77;FR
10.571.853;EUR;74.77;FR
10.571.864;EUR;74.77;FR
10.571.875;EUR;74.77;FR
10.571.886;EUR;49.84;FR
10.571.897;EUR;49.84;FR
10.571.909;EUR;49.84;FR
10.571.911;EUR;49.84;FR
10.571.933;EUR;46.04;FR
10.571.944;EUR;46.04;FR
10.571.955;EUR;46.04;FR
10.571.966;EUR;46.04;FR
10.571.977;EUR;30.61;FR
10.571.988;EUR;30.61;FR
10.571.999;EUR;30.61;FR
10.572.003;EUR;30.61;FR
10.572.014;EUR;28.71;FR
10.572.025;EUR;28.71;FR
10.572.036;EUR;28.71;FR
10.572.047;EUR;28.71;FR
10.572.058;EUR;28.71;FR
10.572.069;EUR;28.71;FR
10.572.071;EUR;28.71;FR
10.572.082;EUR;28.71;FR
10.572.116;EUR;40.37;FR
10.572.127;EUR;37.38;FR
10.572.138;EUR;40.37;FR
10.572.149;EUR;37.38;FR
10.572.151;EUR;59.98;FR
10.572.162;EUR;59.98;FR
10.572.173;EUR;55.54;FR
10.572.184;EUR;55.54;FR
10.572.207;EUR;27.93;FR
10.572.218;EUR;27.93;FR
10.572.229;EUR;25.86;FR
10.572.231;EUR;25.86;FR
10.572.242;EUR;37.38;FR
10.572.253;EUR;37.38;FR
10.572.264;EUR;37.38;FR
10.572.275;EUR;37.38;FR
10.572.286;EUR;86.28;FR
10.572.297;EUR;86.28;FR
10.572.309;EUR;86.28;FR
10.572.311;EUR;86.28;FR
10.572.322;EUR;52.69;FR
10.572.333;EUR;52.69;FR
10.572.344;EUR;52.69;FR
10.572.355;EUR;52.69;FR
10.572.366;EUR;52.69;FR
10.572.377;EUR;52.69;FR
10.572.388;EUR;52.69;FR
10.572.399;EUR;52.69;FR
10.572.402;EUR;91.98;FR
10.572.413;EUR;91.98;FR
10.572.424;EUR;91.98;FR
10.572.435;EUR;91.98;FR
10.572.446;EUR;69.07;FR
10.572.457;EUR;66.27;FR
10.572.468;EUR;61.36;FR
10.572.479;EUR;61.36;FR
10.572.481;EUR;122.72;FR
10.572.492;EUR;132.34;FR
10.572.504;EUR;132.34;FR
10.572.515;EUR;132.34;FR
10.572.526;EUR;50.79;FR
10.572.537;EUR;54.85;FR
10.572.548;EUR;54.85;FR
10.572.561;EUR;50.79;FR
10.572.572;EUR;42.03;FR
10.572.583;EUR;42.03;FR
10.572.594;EUR;49.00;FR
10.572.606;EUR;49.00;FR
10.572.617;EUR;61.14;FR
10.572.628;EUR;53.64;FR
10.572.639;EUR;53.64;FR
10.572.641;EUR;53.64;FR
10.572.652;EUR;76.39;FR
10.572.663;EUR;70.73;FR
10.572.674;EUR;70.73;FR
10.572.685;EUR;70.73;FR
10.572.696;EUR;86.78;FR
10.572.708;EUR;63.96;FR
10.572.719;EUR;63.96;FR
10.572.721;EUR;63.96;FR
10.572.732;EUR;86.91;FR
10.572.743;EUR;80.47;FR
10.572.754;EUR;80.47;FR
10.572.765;EUR;80.47;FR
10.572.776;EUR;46.04;FR
10.572.787;EUR;46.04;FR
10.572.798;EUR;46.04;FR
10.572.801;EUR;46.04;FR
10.572.812;EUR;45.50;FR
10.572.823;EUR;42.13;FR
10.572.834;EUR;42.13;FR
10.572.845;EUR;42.13;FR
10.572.856;EUR;46.04;FR
10.572.867;EUR;46.04;FR
10.572.878;EUR;46.04;FR
10.572.889;EUR;46.04;FR
10.572.891;EUR;49.84;FR
10.572.903;EUR;46.04;FR
10.572.914;EUR;46.04;FR
10.572.925;EUR;46.04;FR
10.572.936;EUR;69.07;FR
10.572.947;EUR;69.07;FR
10.572.958;EUR;69.07;FR
10.572.969;EUR;69.07;FR
10.572.971;EUR;74.60;FR
10.572.982;EUR;66.27;FR
10.572.993;EUR;66.27;FR
10.573.006;EUR;66.27;FR
10.573.017;EUR;86.28;FR
10.573.028;EUR;86.28;FR
10.573.039;EUR;86.28;FR
10.573.041;EUR;86.28;FR
10.573.052;EUR;46.99;FR
10.573.063;EUR;46.99;FR
10.573.074;EUR;46.99;FR
10.573.085;EUR;46.99;FR
10.573.096;EUR;35.68;FR
10.573.108;EUR;35.68;FR
10.573.119;EUR;35.68;FR
10.573.121;EUR;35.68;FR
10.573.143;EUR;41.92;FR
10.573.154;EUR;41.92;FR
10.573.165;EUR;41.92;FR
10.573.176;EUR;41.92;FR
10.573.187;EUR;34.53;FR
10.573.201;EUR;40.23;FR
10.573.212;EUR;40.23;FR
10.573.223;EUR;40.23;FR
10.573.234;EUR;36.43;FR
10.573.245;EUR;53.64;FR
10.573.256;EUR;53.64;FR
10.573.278;EUR;53.64;FR
10.573.289;EUR;57.93;FR
10.573.291;EUR;53.64;FR
10.573.303;EUR;61.36;FR
10.573.314;EUR;61.36;FR
10.573.325;EUR;61.36;FR
10.573.336;EUR;42.13;FR
10.573.347;EUR;56.61;FR
10.573.358;EUR;56.61;FR
10.573.369;EUR;56.61;FR
10.573.371;EUR;55.54;FR
10.573.382;EUR;83.43;FR
10.573.393;EUR;83.43;FR
10.573.405;EUR;83.43;FR
10.573.416;EUR;26.81;FR
10.573.427;EUR;30.61;FR
10.573.438;EUR;30.61;FR
10.573.449;EUR;30.61;FR
10.573.451;EUR;23.02;FR
10.573.462;EUR;27.76;FR
10.573.473;EUR;27.76;FR
10.573.495;EUR;27.76;FR
10.573.507;EUR;30.61;FR
10.573.518;EUR;30.61;FR
10.573.529;EUR;30.61;FR
10.573.531;EUR;30.61;FR
10.573.542;EUR;27.76;FR
10.573.553;EUR;31.68;FR
10.573.564;EUR;31.68;FR
10.573.575;EUR;31.68;FR
10.573.586;EUR;27.76;FR
10.573.597;EUR;30.61;FR
10.573.609;EUR;30.61;FR
10.573.611;EUR;30.61;FR
10.573.622;EUR;37.38;FR
10.573.633;EUR;34.53;FR
10.573.644;EUR;34.53;FR
10.573.655;EUR;34.53;FR
10.573.666;EUR;34.53;FR
10.573.677;EUR;34.53;FR
10.573.688;EUR;56.61;FR
10.573.699;EUR;34.53;FR
10.573.702;EUR;56.61;FR
10.573.713;EUR;34.53;FR
10.573.724;EUR;56.61;FR
10.573.735;EUR;34.53;FR
10.573.746;EUR;34.53;FR
10.573.757;EUR;34.53;FR
10.573.768;EUR;34.53;FR
10.573.779;EUR;33.58;FR
10.573.781;EUR;36.43;FR
10.573.792;EUR;36.43;FR
10.573.804;EUR;36.43;FR
10.573.815;EUR;31.68;FR
10.573.826;EUR;33.58;FR
10.573.837;EUR;33.58;FR
10.573.848;EUR;33.58;FR
10.573.859;EUR;74.60;FR
10.573.861;EUR;80.47;FR
10.573.872;EUR;80.47;FR
10.573.883;EUR;80.47;FR
10.573.894;EUR;43.08;FR
10.573.906;EUR;49.84;FR
10.573.917;EUR;49.84;FR
10.573.928;EUR;49.84;FR
10.573.939;EUR;34.53;FR
10.573.941;EUR;49.84;FR
10.573.963;EUR;49.84;FR
10.573.974;EUR;49.84;FR
10.573.985;EUR;42.13;FR
10.573.996;EUR;74.77;FR
10.574.009;EUR;74.77;FR
10.574.011;EUR;74.77;FR
10.574.022;EUR;69.07;FR
10.574.033;EUR;80.47;FR
10.574.044;EUR;80.47;FR
10.574.055;EUR;80.47;FR
10.574.066;EUR;53.64;FR
10.574.077;EUR;65.15;FR
10.574.088;EUR;65.15;FR
10.574.099;EUR;65.15;FR
10.574.102;EUR;20.17;FR
10.574.113;EUR;17.20;FR
10.574.124;EUR;17.20;FR
10.574.135;EUR;17.20;FR
10.574.146;EUR;53.83;FR
10.574.157;EUR;48.89;FR
10.574.168;EUR;48.89;FR
10.574.179;EUR;48.89;FR
10.574.181;EUR;40.23;FR
10.574.192;EUR;46.04;FR
10.574.204;EUR;46.04;FR
10.574.215;EUR;46.04;FR
10.574.226;EUR;69.07;FR
10.574.237;EUR;94.00;FR
10.574.248;EUR;94.00;FR
10.574.259;EUR;94.00;FR
10.574.261;EUR;65.37;FR
10.574.272;EUR;65.37;FR
10.574.283;EUR;65.37;FR
10.574.294;EUR;65.37;FR
10.574.306;EUR;99.22;FR
10.574.317;EUR;103.49;FR
10.574.328;EUR;103.49;FR
10.574.339;EUR;103.49;FR
10.574.341;EUR;23.97;FR
10.574.352;EUR;23.97;FR
10.574.363;EUR;23.97;FR
10.574.374;EUR;23.97;FR
10.574.385;EUR;28.71;FR
10.574.396;EUR;28.71;FR
10.574.408;EUR;28.71;FR
10.574.419;EUR;28.71;FR
10.574.421;EUR;86.28;FR
10.574.432;EUR;86.28;FR
10.574.443;EUR;86.28;FR
10.574.454;EUR;86.28;FR
10.574.465;EUR;86.28;FR
10.574.476;EUR;86.28;FR
10.574.487;EUR;86.28;FR
10.574.498;EUR;86.28;FR
10.574.501;EUR;30.61;FR
10.574.512;EUR;30.61;FR
10.574.523;EUR;30.61;FR
10.574.534;EUR;30.61;FR
10.574.545;EUR;57.32;FR
10.574.556;EUR;65.15;FR
10.574.567;EUR;65.15;FR
10.574.578;EUR;65.15;FR
10.574.589;EUR;74.77;FR
10.574.591;EUR;91.98;FR
10.574.603;EUR;91.98;FR
10.574.614;EUR;91.98;FR
10.574.625;EUR;75.72;FR
10.574.636;EUR;18.15;FR
10.574.647;EUR;40.70;FR
10.574.658;EUR;74.77;FR
10.574.669;EUR;24.80;FR
10.574.671;EUR;61.36;FR
10.574.682;EUR;41.18;FR
10.574.693;EUR;18.03;FR
10.574.705;EUR;19.60;FR
10.574.716;EUR;23.97;FR
10.574.727;EUR;30.14;FR
10.574.738;EUR;20.28;FR
10.574.749;EUR;34.18;FR
10.574.751;EUR;30.28;FR
10.574.762;EUR;54.73;FR
10.574.773;EUR;20.17;FR
10.574.784;EUR;21.78;FR
10.574.795;EUR;22.68;FR
10.574.807;EUR;30.50;FR
10.574.818;EUR;47.82;FR
10.574.829;EUR;23.02;FR
10.574.831;EUR;20.24;FR
10.574.842;EUR;23.02;FR
10.574.853;EUR;23.97;FR
10.574.864;EUR;21.07;FR
10.574.875;EUR;17.91;FR
10.574.886;EUR;17.20;FR
10.574.897;EUR;16.25;FR
10.574.909;EUR;23.97;FR
10.574.911;EUR;10.79;FR
10.574.922;EUR;46.04;FR
10.574.933;EUR;19.93;FR
10.574.944;EUR;46.04;FR
10.574.955;EUR;23.97;FR
10.574.966;EUR;31.68;FR
10.574.977;EUR;46.04;FR
10.574.988;EUR;46.04;FR
10.574.999;EUR;23.84;FR
10.575.003;EUR;22.90;FR
10.575.014;EUR;33.77;FR
10.575.025;EUR;35.48;FR
10.575.036;EUR;23.97;FR
10.575.047;EUR;18.74;FR
10.575.058;EUR;29.19;FR
10.575.069;EUR;26.70;FR
10.575.071;EUR;23.73;FR
10.575.082;EUR;49.35;FR
10.575.093;EUR;29.98;FR
10.575.105;EUR;34.53;FR
10.575.116;EUR;58.13;FR
10.575.127;EUR;138.87;FR
10.575.138;EUR;36.43;FR
10.575.149;EUR;20.52;FR
10.575.151;EUR;34.21;FR
10.575.162;EUR;32.63;FR
10.575.173;EUR;22.90;FR
10.575.184;EUR;30.61;FR
10.575.195;EUR;41.18;FR
10.575.207;EUR;42.42;FR
10.575.218;EUR;28.71;FR
10.575.229;EUR;26.81;FR
10.575.231;EUR;89.25;FR
10.575.242;EUR;53.64;FR
10.575.253;EUR;74.77;FR
10.575.264;EUR;63.26;FR
10.575.275;EUR;52.57;FR
10.575.286;EUR;72.87;FR
10.575.297;EUR;24.80;FR
10.575.309;EUR;23.85;FR
10.575.311;EUR;27.76;FR
10.575.322;EUR;28.71;FR
10.575.333;EUR;36.43;FR
10.575.344;EUR;18.15;FR
10.575.355;EUR;26.81;FR
10.575.366;EUR;28.92;FR
10.575.377;EUR;30.49;FR
10.575.388;EUR;94.00;FR
10.575.399;EUR;61.36;FR
10.575.402;EUR;30.61;FR
10.575.413;EUR;23.97;FR
10.575.424;EUR;53.64;FR
10.575.435;EUR;61.36;FR
10.575.446;EUR;23.02;FR
10.575.457;EUR;18.86;FR
10.575.468;EUR;28.71;FR
10.575.479;EUR;35.48;FR
10.575.481;EUR;15.66;FR
10.575.492;EUR;16.37;FR
10.575.504;EUR;22.90;FR
10.575.515;EUR;34.41;FR
10.575.526;EUR;27.88;FR
10.575.537;EUR;27.76;FR
10.575.548;EUR;26.70;FR
10.575.559;EUR;122.61;FR
10.575.561;EUR;65.15;FR
10.575.572;EUR;128.42;FR
10.575.583;EUR;55.18;FR
10.575.594;EUR;57.44;FR
10.575.606;EUR;52.33;FR
10.575.617;EUR;65.15;FR
10.575.628;EUR;66.10;FR
10.575.639;EUR;122.61;FR
10.575.641;EUR;261.25;FR
10.575.663;EUR;101.48;FR
10.575.674;EUR;36.27;FR
10.575.685;EUR;31.68;FR
10.575.696;EUR;134.59;FR
10.575.719;EUR;118.33;FR
10.575.721;EUR;54.12;FR
10.575.732;EUR;160.71;FR
10.575.743;EUR;214.36;FR
10.575.754;EUR;84.74;FR
10.575.765;EUR;262.20;FR
